author,published_at,text,like_count,fator_ritmo,texto_limpo,valencia_zs,ativacao_zs
@MundodaLilice-c5d,2024-05-04T23:53:23Z,Eu vou cantar essa música no dia das mães essa música é linda,3,Orgânico,eu vou cantar essa música no dia das mães essa música é linda,4.0,3.0
@alessandradamasceno7224,2020-12-15T21:32:27Z,ESSA MÚSICA É IMPECÁVEL DE TÃO LINDA!,12,Orgânico,essa música é impecável de tão linda,3.0,3.0
@juliomario1831,2020-08-20T01:50:54Z,Eu amo essa música cara,0,Orgânico,eu amo essa música cara,3.0,3.0
@priifeliciano6561,2020-09-30T20:56:37Z,"Tenho 14 anos e gosto bastante de músicas assim, bem melhor do q apologia ao crime ao tráfico, e etc",3,Orgânico,tenho anos e gosto bastante de músicas assim bem melhor do q apologia ao crime ao tráfico e etc,3.0,3.0
@VanuziaOliveira-ym7sc,2024-07-26T04:13:39Z,Gosto dessa música não esqueca. Que eu te ❤sempre.,0,Orgânico,gosto dessa música não esqueca que eu te ❤sempre,3.0,3.0
@elanosantos9236,2025-03-27T18:18:25Z,"Lembro eu pivete, meu padrasto escutando tribo de jah...❤❤",0,Orgânico,lembro eu pivete meu padrasto escutando tribo de jah❤❤,3.0,3.0
@michellesantos1296,2016-08-20T00:33:31Z,muito linda essa música eu dancei na escola quando eu tinha 5anos muito tempo,0,Orgânico,muito linda essa música eu dancei na escola quando eu tinha anos muito tempo,4.0,3.0
@FláviaRamos-b6x,2024-01-05T10:29:42Z,"Quero ser feliz tbm, navegar nas águas do teu mar",0,Orgânico,quero ser feliz tbm navegar nas águas do teu mar,3.0,3.0
@arianesiqueira9365,2021-07-01T06:24:23Z,Eu amo essa música ❤️ minha música favorita do cidade Negra ❤️😍😉❤️❤️❤️❣️❣️,2,Orgânico,eu amo essa música ❤️ minha música favorita do cidade negra ❤️😍😉❤️❤️❤️❣️❣️,4.0,3.0
@awl.lidwia7793,2021-10-10T21:32:11Z,Penso em João Pessoa praia de lá nicolly andrade churrasco,0,Orgânico,penso em joão pessoa praia de lá nicolly andrade churrasco,3.0,3.0
@luziaines2221,2020-07-07T06:11:43Z,"🌻🌻🌻🌻 como você canta  bem , voce canta com alma 
é maravilhoso ouvir, estava com saudade de ouvir essa musica é linda...amo você como também amo os girasóis 🌻🌻🌻🌻💥❤❤🧚‍♀️👏👏👏👏👏",2,Orgânico,🌻🌻🌻🌻 como você canta bem voce canta com alma é maravilhoso ouvir estava com saudade de ouvir essa musica é lindaamo você como também amo os girasóis 🌻🌻🌻🌻💥❤❤🧚‍♀️👏👏👏👏👏,3.0,3.0
@ToxicKrest,2020-06-24T00:04:38Z,"Ninguém vai me acreditar q eu sou venezuelano. Morava no Perú, uma grande amiga carioca mandou essa música pra mim e namorei na hora. Hoje, 9 meses depois, estou morando em Mato Grosso. Aprendi português, e tenho 8 meses neste país tão amado por mim. Brasil, tu é grande, te amo mais do que o meu próprio país ❤️🇧🇷

Edit 14-1-21: Cheguei no estado do Paraná, e aqui eu vou ficar meus piás 🤟🏻 Obrigado pelo apoio povo bonito.",2796,Orgânico,ninguém vai me acreditar q eu sou venezuelano morava no perú uma grande amiga carioca mandou essa música pra mim e namorei na hora hoje meses depois estou morando em mato grosso aprendi português e tenho meses neste país tão amado por mim brasil tu é grande te amo mais do que o meu próprio país ❤️🇧🇷 edit cheguei no estado do paraná e aqui eu vou ficar meus piás 🤟🏻 obrigado pelo apoio povo bonito,3.0,1.0
@kellysouza5981,2023-10-23T15:12:42Z,"Flores brancas,paz e iemanja 🌹🌹🎧🎶🎶",3,Orgânico,flores brancaspaz e iemanja 🌹🌹🎧🎶🎶,3.0,1.0
@loscuatropensamientosdlsma97,2019-05-05T18:41:42Z,Linda obra musical  y belleza natural Brasil te quiero gracias por que quiero ser feliz y soy feliz aunque sea una de las experiencias más bonitas que he tenido 🥁💯💯💯💯💯🥁,66,Orgânico,linda obra musical y belleza natural brasil te quiero gracias por que quiero ser feliz y soy feliz aunque sea una de las experiencias más bonitas que he tenido 🥁💯💯💯💯💯🥁,3.0,2.0
@mikaelsilveira7700,2021-07-13T23:57:43Z,13-07-21. Paz para o mundo. OSS! 🥋,0,Orgânico,paz para o mundo oss 🥋,3.0,1.0
@gusttavogismonti2357,2020-05-06T09:50:37Z,"Letras
Cresça, independente do que aconteça
Eu não quero que você esqueça
Que eu gosto muito de você
Chego, e sinto o gosto do teu beijo
É muito mais do que desejo
Me dá vontade de ficar, seu olhar
É forte como a água do mar
Vem me dar, novo sentido para viver encantar à noite
Quero ser feliz também, navegar nas águas do teu mar
Desejar para tudo que vem flores brancas, paz e Iemanjá
Cresça, independente do que aconteça
Eu não quero que você esqueça
Que eu gosto muito de você
Chego, e sinto o gosto do teu beijo
É muito mais do que desejo
Me dá vontade de ficar, seu olhar
É forte como a água do mar
Vem me dar, novo sentido para viver encantar à noite
Quero ser feliz também, navegar nas águas do teu mar
Desejar para tudo que vem flores brancas, paz e Iemanjá
Quero ser feliz também, navegar nas águas do teu mar
Desejar para tudo que vem flores brancas, paz e Iemanjá
Quero ser feliz também, navegar nas águas do teu mar
Desejar para tudo que vem flores brancas, paz e Iemanjá
Quero ser feliz também, navegar nas águas do teu mar
Desejar para tudo que vem flores brancas, paz e Iemanjá",20,Orgânico,letras cresça independente do que aconteça eu não quero que você esqueça que eu gosto muito de você chego e sinto o gosto do teu beijo é muito mais do que desejo me dá vontade de ficar seu olhar é forte como a água do mar vem me dar novo sentido para viver encantar à noite quero ser feliz também navegar nas águas do teu mar desejar para tudo que vem flores brancas paz e iemanjá cresça independente do que aconteça eu não quero que você esqueça que eu gosto muito de você chego e sinto o gosto do teu beijo é muito mais do que desejo me dá vontade de ficar seu olhar é forte como a água do mar vem me dar novo sentido para viver encantar à noite quero ser feliz também navegar nas águas do teu mar desejar para tudo que vem flores brancas paz e iemanjá quero ser feliz também navegar nas águas do teu mar desejar para tudo que vem flores brancas paz e iemanjá quero ser feliz também navegar nas águas do teu mar desejar para tudo que vem flores brancas paz e iemanjá quero ser feliz também navegar nas águas do teu mar desejar para tudo que vem flores brancas paz e iemanjá,1.0,2.0
@Magno9173,2022-03-09T22:30:17Z,"""No coração de quem faz a guerra , 
Nascerá uma flor amarela ..."" 
》paz na ucrânia x Rússia 

E Deus conforte as famílias que perderam seus entes .",5,Orgânico,no coração de quem faz a guerra nascerá uma flor amarela 》paz na ucrânia x rússia e deus conforte as famílias que perderam seus entes,3.0,3.0
@joicyemilly7056,2021-11-05T13:18:56Z,Que vibe boa,0,Orgânico,que vibe boa,3.0,1.0
@karinearaujo8059,2022-07-18T20:18:20Z,Música linda que toca em qualquer ser ❤️❤️❤️,0,Orgânico,música linda que toca em qualquer ser ❤️❤️❤️,3.0,3.0
@vanessacardoso9014,2021-01-15T03:49:12Z,Que música linda nem parece que tenho 10 anos,0,Orgânico,que música linda nem parece que tenho anos,3.0,3.0
@SandraMaria-yt4lg,2025-03-29T18:37:16Z,É uma trilha sonora perfeita para curtir com você Geyse❤,0,Orgânico,é uma trilha sonora perfeita para curtir com você geyse❤,3.0,3.0
,2021-04-01T11:25:53Z,"Essa clipe é uma obra de arte. 
Um cenário lindo como o Rio de Janeiro, o sutil por do sol ao longo da música e a vibe positiva que só o Natiruts tem.",2,Orgânico,essa clipe é uma obra de arte um cenário lindo como o rio de janeiro o sutil por do sol ao longo da música e a vibe positiva que só o natiruts tem,4.0,3.0
@solangesilva4741,2019-01-31T21:59:46Z,Kade as Linda's lesbicas  que ouvem essa musica😍♥️,1,Orgânico,kade as lindas lesbicas que ouvem essa musica😍♥️,4.0,3.0
@nataliasouzasouza692,2014-12-19T10:42:57Z,Perfeeito .. Amei o Clip ,0,Orgânico,perfeeito amei o clip,3.0,3.0
@danielbatista274,2025-03-08T15:41:46Z,"Muito  linda essa música  ,foi difícil  eu cantar  e tocar  no  violão  ,porque  é  no  contra tempo  ,mas  eu  consegui",1,Orgânico,muito linda essa música foi difícil eu cantar e tocar no violão porque é no contra tempo mas eu consegui,3.0,3.0
@marcosmonteiro5386,2020-01-01T18:08:37Z,Eu quero ser feliz tambem🎵,0,Orgânico,eu quero ser feliz tambem🎵,3.0,3.0
@vanuzacastro5061,2020-10-10T18:06:03Z,"Aaa como eu amo essa canção, como ru amo Cidade Negra, como eu amo os 🌻🌻🌻🌻🌻",4,Orgânico,aaa como eu amo essa canção como ru amo cidade negra como eu amo os 🌻🌻🌻🌻🌻,4.0,3.0
@mayfloriano1252,2020-09-13T17:41:30Z,"A levada do contrabaixo é top demais, a banda também é top!!",0,Orgânico,a levada do contrabaixo é top demais a banda também é top,4.0,3.0
@jutube7483,2016-05-21T19:43:23Z,🎶Um anjo do céu que trouxe pra mim é a mais bonita a jóia perfeita 😍❤,1,Orgânico,🎶um anjo do céu que trouxe pra mim é a mais bonita a jóia perfeita 😍❤,3.0,3.0
@leilapinto4891,2022-05-29T01:13:01Z,"Amo demais essa música desde q lançaram 🥰🥰🤗 vibe deliciosa aos meus ouvidos, obrigada",0,Orgânico,amo demais essa música desde q lançaram 🥰🥰🤗 vibe deliciosa aos meus ouvidos obrigada,4.0,3.0
@mnphellps3343,2021-06-01T06:20:53Z,Vc que esta escutando essa música em 2021 desejo a vc muita paz alegria é uma pessoa para amar,0,Orgânico,vc que esta escutando essa música em desejo a vc muita paz alegria é uma pessoa para amar,3.0,1.0
@mateusbarbosa2290,2024-12-24T21:56:38Z,Feliz Natal pra todos,1,Orgânico,feliz natal pra todos,3.0,3.0
@adelsonbarreto2433,2020-03-21T23:51:10Z,"Março de 2020 em meio pandemia do coronavírus. Quero dizer que vamos passar por essa situação,  e vamos voltar a ser um povo unido pelo amor ❤️",60,Orgânico,março de em meio pandemia do coronavírus quero dizer que vamos passar por essa situação e vamos voltar a ser um povo unido pelo amor ❤️,4.0,3.0
@danielferreira6869,2023-11-10T00:18:55Z,"Flores brancas paz iemanja para todos 😂😂😂😂😂
Muita paz rastafaaaraaaa....uuuuLLLL...",2,Orgânico,flores brancas paz iemanja para todos 😂😂😂😂😂 muita paz rastafaaaraaaauuuullll,3.0,0.0
@denispereira628,2020-10-27T17:01:23Z,Eu amo a voz da @Cidália Castro nesse backing vocal,0,Orgânico,eu amo a voz da castro nesse backing vocal,4.0,3.0
@penhabasto8691,2015-07-02T00:05:26Z,Linda !!!!!!!!!!!!!!!!!,1,Orgânico,linda,3.0,3.0
@kel1994_,2022-04-01T19:18:40Z,Simplesmente amo essa música e essa voz 😍 ♥️ é um cantor maravilhoso 💕🎊,0,Orgânico,simplesmente amo essa música e essa voz 😍 ♥️ é um cantor maravilhoso 💕🎊,4.0,3.0
@luisfirmino3,2020-08-31T23:13:47Z,Quara e top,1,Orgânico,quara e top,4.0,1.0
@edilsonazevedo5400,2021-02-03T23:02:09Z,Lembro muito do Walter que fazia um programa em uma rádio buraco negro e furacão do reggae,0,Orgânico,lembro muito do walter que fazia um programa em uma rádio buraco negro e furacão do reggae,1.0,3.0
@kamillynevesbarbosa7396,2020-04-29T15:13:35Z,Eu so tenho 12 ano é amo ele desde pequena,0,Orgânico,eu so tenho ano é amo ele desde pequena,3.0,3.0
@antonioemerson6842,2024-11-30T22:44:16Z,Essa música é muito ruim,1,Orgânico,essa música é muito ruim,1.0,3.0
@IrmaDias01,2017-08-22T00:06:17Z,"Vem oh meu bem, não chore não, vou cantar pra vc...",1,Orgânico,vem oh meu bem não chore não vou cantar pra vc,3.0,1.0
@karine3176,2022-08-07T05:04:57Z,Amo,0,Orgânico,amo,,
@Scarface.085,2022-10-28T05:01:01Z,"Visão geral

Letras

Vídeos

Ouvir

Principais resultados

Cresça
Independente do que aconteça
Eu não quero que você esqueça
Que eu gosto muito de você (ah-ah-ah)

Chego (uh-uh-uh)
E sinto o gosto do teu beijo (uh-uh-uh)
É muito mais do que desejo (uh-uh-uh)
Me dá vontade de ficar

Teu olhar
É forte como água do mar
Vem me dar
Novo sentido pra viver
Encantar a noite

Quero ser feliz também
Navegar nas águas do teu mar
Desejar para tudo o que vem
Flores brancas, paz e Iemanjá

Cresça
Independente do que aconteça
Eu não quero que você esqueça
Que eu gosto muito de você

Chego (uh-uh-uh)
E sinto o gosto do teu beijo (uh-uh-uh)
É muito mais do que desejo (uh-uh-uh)
E dá vontade de ficar

Teu olhar
É forte como água do mar
Vem me dar
Novo sentido pra viver
Encantar a noite

Quero ser feliz também
Navegar nas águas do teu mar
Desejar para tudo o que vem
Flores brancas, paz e Iemanjá

Quero ser feliz também
Navegar nas águas do teu mar
Desejar para tudo o que vem
Flores brancas, paz e Iemanjá

Visão geral

Letras

Vídeos

Ouvir

Principais resultados

Cresça
Independente do que aconteça
Eu não quero que você esqueça
Que eu gosto muito de você (ah-ah-ah)

Chego (uh-uh-uh)
E sinto o gosto do teu beijo (uh-uh-uh)
É muito mais do que desejo (uh-uh-uh)
Me dá vontade de ficar

Teu olhar
É forte como água do mar
Vem me dar
Novo sentido pra viver
Encantar a noite

Quero ser feliz também
Navegar nas águas do teu mar
Desejar para tudo o que vem
Flores brancas, paz e Iemanjá

Cresça
Independente do que aconteça
Eu não quero que você esqueça
Que eu gosto muito de você

Chego (uh-uh-uh)
E sinto o gosto do teu beijo (uh-uh-uh)
É muito mais do que desejo (uh-uh-uh)
E dá vontade de ficar

Teu olhar
É forte como água do mar
Vem me dar
Novo sentido pra viver
Encantar a noite

Quero ser feliz também
Navegar nas águas do teu mar
Desejar para tudo o que vem
Flores brancas, paz e Iemanjá

Quero ser feliz também
Navegar nas águas do teu mar
Desejar para tudo o que vem
Flores brancas, paz e Iemanjá",0,Orgânico,visão geral letras vídeos ouvir principais resultados cresça independente do que aconteça eu não quero que você esqueça que eu gosto muito de você ahahah chego uhuhuh e sinto o gosto do teu beijo uhuhuh é muito mais do que desejo uhuhuh me dá vontade de ficar teu olhar é forte como água do mar vem me dar novo sentido pra viver encantar a noite quero ser feliz também navegar nas águas do teu mar desejar para tudo o que vem flores brancas paz e iemanjá cresça independente do que aconteça eu não quero que você esqueça que eu gosto muito de você chego uhuhuh e sinto o gosto do teu beijo uhuhuh é muito mais do que desejo uhuhuh e dá vontade de ficar teu olhar é forte como água do mar vem me dar novo sentido pra viver encantar a noite quero ser feliz também navegar nas águas do teu mar desejar para tudo o que vem flores brancas paz e iemanjá quero ser feliz também navegar nas águas do teu mar desejar para tudo o que vem flores brancas paz e iemanjá visão geral letras vídeos ouvir principais resultados cresça independente do que aconteça eu não quero que você esqueça que eu gosto muito de você ahahah chego uhuhuh e sinto o gosto do teu beijo uhuhuh é muito mais do que desejo uhuhuh me dá vontade de ficar teu olhar é forte como água do mar vem me dar novo sentido pra viver encantar a noite quero ser feliz também navegar nas águas do teu mar desejar para tudo o que vem flores brancas paz e iemanjá cresça independente do que aconteça eu não quero que você esqueça que eu gosto muito de você chego uhuhuh e sinto o gosto do teu beijo uhuhuh é muito mais do que desejo uhuhuh e dá vontade de ficar teu olhar é forte como água do mar vem me dar novo sentido pra viver encantar a noite quero ser feliz também navegar nas águas do teu mar desejar para tudo o que vem flores brancas paz e iemanjá quero ser feliz também navegar nas águas do teu mar desejar para tudo o que vem flores brancas paz e iemanjá,4.0,3.0
@kaithebestcesar140,2024-11-03T22:07:07Z,Musica linda,0,Orgânico,musica linda,3.0,3.0
@robertomozart31,2021-12-31T11:22:23Z,"Último dia de 2021, quem mais hoje ouvindo essa linda canção????",0,Orgânico,último dia de quem mais hoje ouvindo essa linda canção,3.0,3.0
@annagabrielly9098,2024-01-10T15:21:51Z,"Quero ser feliz tmb, 2024",0,Orgânico,quero ser feliz tmb,3.0,3.0
@andersonricci209,2021-06-02T19:17:43Z,"KD vc Tony garrido, volta pelo amor de Deus.
Nossas músicas estão morrendo, volte para salvar em quanto antes.",0,Orgânico,kd vc tony garrido volta pelo amor de deus nossas músicas estão morrendo volte para salvar em quanto antes,3.0,3.0
@annabrena9539,2021-08-19T21:31:14Z,Gosto tanto dessa música 🥰🥰🥰,3,Orgânico,gosto tanto dessa música 🥰🥰🥰,3.0,3.0
@andreasiqueira8096,2024-06-17T18:29:39Z,Música maravilhosa 😊,0,Orgânico,música maravilhosa 😊,3.0,3.0
@NarcilioNunes,2025-06-03T16:42:04Z,Tony Garrido.   Eu amo.❤️💯,0,Orgânico,tony garrido eu amo❤️💯,3.0,3.0
@gessica1ify,2012-03-09T18:58:32Z,ei essa musica me lenbra coisas boas de uma pessoa que me fez triste e ainda me faz.mais natiruts vcs me ajudaoa supera essa dor,0,Orgânico,ei essa musica me lenbra coisas boas de uma pessoa que me fez triste e ainda me fazmais natiruts vcs me ajudaoa supera essa dor,4.0,3.0
@jacksantos4913,2025-04-21T07:48:58Z,muito top! estou em abril 2025,0,Orgânico,muito top estou em abril,3.0,4.0
@b.4.n.g.c.h.a.n,2023-01-04T02:39:38Z,"Eu lembro de ter uma apresentação na escola com essa música, foi em 2016",1,Orgânico,eu lembro de ter uma apresentação na escola com essa música foi em,3.0,3.0
@rosanadias1188,2020-07-02T21:49:07Z,Gosto muito de cidade Negra.essa música me leva pra um tempo bom e feliz.,13,Orgânico,gosto muito de cidade negraessa música me leva pra um tempo bom e feliz,3.0,1.0
@anemicoper3924,2023-01-03T18:25:10Z,"Que trem bom é esse????
Amo♡
Good Vibe♡",1,Orgânico,que trem bom é esse amo♡ good vibe♡,3.0,3.0
@mateusemmanuel7951,2020-05-01T04:06:52Z,Essa música me traz uma paz🕊️🥴,0,Orgânico,essa música me traz uma paz🕊️🥴,3.0,1.0
@user-vw8yp1qk3o,2020-03-04T23:44:17Z,"É... Quem sabe ainda nessa vida eu tenha plenitude nesse quesito. A vida é sábia, meu amor, o que tiver de ser será. E o que não tiver não será... Estou na vida...
Vc já teve muitos relacionamentos, ligações. Aos quase 35 está pleno!?
Conheço muita gente de diferentes idade insatisfeitos...
Faz parte",1,Orgânico,é quem sabe ainda nessa vida eu tenha plenitude nesse quesito a vida é sábia meu amor o que tiver de ser será e o que não tiver não será estou na vida vc já teve muitos relacionamentos ligações aos quase está pleno conheço muita gente de diferentes idade insatisfeitos faz parte,3.0,3.0
@silvanaferreiradeoliveira1356,2021-09-02T18:07:52Z,"Essa música é maravilhosa,. Toca no funda da alma. O compositor estava com certeza rodeado de anjos.",19,Orgânico,essa música é maravilhosa toca no funda da alma o compositor estava com certeza rodeado de anjos,3.0,3.0
@polexia001,2010-02-23T19:17:12Z,"É a mais bonita, a joia perfeita :)",0,Orgânico,é a mais bonita a joia perfeita,3.0,3.0
@brunoboso9530,2021-12-19T02:41:47Z,"Reggae tem o poder em todo Mundo! Bob Marley era Jamaicano e conseguiu levar seu som ao mundo todo. Música tem o poder, de trazer lembranças, momentos,dor, alegrias. A Música é Foda.",0,Orgânico,reggae tem o poder em todo mundo bob marley era jamaicano e conseguiu levar seu som ao mundo todo música tem o poder de trazer lembranças momentosdor alegrias a música é foda,4.0,3.0
@edilsonferreiradasilva5024,2017-06-17T06:14:56Z,música linda,0,Orgânico,música linda,3.0,2.0
@danizinha9516,2021-05-17T23:58:46Z,"Só eu q vim por causa que o Zero cantou? kk
Linda canção 💜💜💜",0,Orgânico,só eu q vim por causa que o zero cantou kk linda canção 💜💜💜,2.0,3.0
@gustavoalves8170,2020-06-06T00:08:11Z,"pesada demais essa musica, olha a vibe da rapa, seh louco sensacional",3,Orgânico,pesada demais essa musica olha a vibe da rapa seh louco sensacional,4.0,4.0
@claralemos7281,2019-08-12T15:57:13Z,Espero que vc que esteja lendo esse comentário seja repleto de bênçãos e vitórias na vida que Deus te ilumine #paz 2019,1,Orgânico,espero que vc que esteja lendo esse comentário seja repleto de bênçãos e vitórias na vida que deus te ilumine,3.0,3.0
@franciscoborato7356,2024-03-16T13:41:10Z,"O tempo é senhor do destino, música maravilhosa",0,Orgânico,o tempo é senhor do destino música maravilhosa,3.0,3.0
@luciaandrade254,2023-04-09T08:51:02Z,Música muito linda.,0,Orgânico,música muito linda,3.0,3.0
@myrycandeias,2015-02-21T22:45:07Z,"Musica que não sai de moda 
Maravilhosa.
 
",2,Orgânico,musica que não sai de moda maravilhosa,3.0,3.0
@rafaelreis7609,2020-12-19T00:55:03Z,CONTRABAIXO TOP  ...,1,Orgânico,contrabaixo top,4.0,3.0
@joaostos3772,2020-07-14T21:49:49Z,Isso sim é música de verdade não esses lixo de hoje em dia,0,Orgânico,isso sim é música de verdade não esses lixo de hoje em dia,3.0,3.0
,2021-11-23T12:23:22Z,# Alô Anjos de Nova Iguaçu Rio de Janeiro forte abraço abraça-me vou oferecer essa música ao povo do Rio de Janeiro terra o Rio de Janeiro continua lindo minha terra natal meus anjos deixo com vocês essa belíssima canção girassol Cidade Negra produto nosso do Rio de Janeiro para o Brasil e o mundo com vocalista Toni Garrido que canta e encanta com a liberdade de um pássaro com o coração transbordando de amor Toni Garrido compositor cantor multi instrumentista apresenta dor Enrico de amor o Meu Coração é Vermelho Qual a cor do seu? Quem ama cuida Viva o amor,1,Orgânico,alô anjos de nova iguaçu rio de janeiro forte abraço abraçame vou oferecer essa música ao povo do rio de janeiro terra o rio de janeiro continua lindo minha terra natal meus anjos deixo com vocês essa belíssima canção girassol cidade negra produto nosso do rio de janeiro para o brasil e o mundo com vocalista toni garrido que canta e encanta com a liberdade de um pássaro com o coração transbordando de amor toni garrido compositor cantor multi instrumentista apresenta dor enrico de amor o meu coração é vermelho qual a cor do seu quem ama cuida viva o amor,3.0,3.0
@patrick94rj,2019-12-23T17:15:00Z,"Não sou maconheiro e nem macumbeiro (por conta de iemanjá na letra), mas essa música acalma pra caralho.
Grande natiruts! E grande PM que tocou no violão essa grande canção kkkk",5,Orgânico,não sou maconheiro e nem macumbeiro por conta de iemanjá na letra mas essa música acalma pra caralho grande natiruts e grande pm que tocou no violão essa grande canção kkkk,3.0,0.0
@anakarenf_,2019-12-27T01:22:24Z,amo,0,Orgânico,amo,,
@jesuslenesousa7897,2021-07-04T04:51:24Z,Eu amo muito essa grande💪 música🎤🎼🎹🎶,1,Orgânico,eu amo muito essa grande💪 música🎤🎼🎹🎶,4.0,3.0
@claytondouglaspe,2025-05-10T14:32:10Z,Em Boston matando a saudade em 9 de Maio de 2025😊,2,Orgânico,em boston matando a saudade em de maio de 😊,3.0,3.0
@Dudaxu10,2011-05-07T22:59:10Z,Amei!!,0,Orgânico,amei,,
@ethypereira4955,2021-08-23T03:41:16Z,"O sentido para viver não é encontrar um amor,mas o verdadeiro amor Jesus CristinA Ele somente a ela a glotçria a honra e louvor.",0,Orgânico,o sentido para viver não é encontrar um amormas o verdadeiro amor jesus cristina ele somente a ela a glotçria a honra e louvor,3.0,2.0
@mylenabeatryce,2011-06-24T14:38:10Z,música perfeita ^.^,0,Orgânico,música perfeita,3.0,3.0
@mercedesazzulini1088,2022-08-05T21:44:03Z,Curto Punk Rock e amo o Natiruts❤️,1,Orgânico,curto punk rock e amo o natiruts❤️,3.0,2.0
@leonardoaguileraviei,2015-03-14T19:23:26Z,"linda essa musica perfeita, awn q fofa",2,Orgânico,linda essa musica perfeita awn q fofa,3.0,3.0
@ValdenySilva-c4b,2024-11-30T07:27:52Z,E top aqui marcia,0,Orgânico,e top aqui marcia,3.0,3.0
@mararamos1706,2023-12-24T12:24:39Z,Música linda 😍 todas as vezes meus pensamentos me consome essa música me acalma e me faz pensar de forma positiva ❤,2,Orgânico,música linda 😍 todas as vezes meus pensamentos me consome essa música me acalma e me faz pensar de forma positiva ❤,3.0,1.0
@izasousa9110,2013-04-23T00:40:04Z,"Vem, Oh! meu bem
Não chore não,
Vou cantar pra você ^^",0,Orgânico,vem oh meu bem não chore não vou cantar pra você,3.0,1.0
@eldenbrito9060,2023-02-17T00:59:18Z,"Som top do Brasil, parabéns Cidade Negra! Sensacional",1,Orgânico,som top do brasil parabéns cidade negra sensacional,3.0,3.0
@yanifarfaglia,2022-11-29T03:01:50Z,Amo sus canciones... Qué buen vibrar... Viva Brasil y su gente... Siempre con ésa calidez que abraza y transporta a ésta tierra llena de vida,128,Orgânico,amo sus canciones qué buen vibrar viva brasil y su gente siempre con ésa calidez que abraza y transporta a ésta tierra llena de vida,3.0,3.0
@isabellagrandi5797,2015-10-21T01:00:14Z,Delícia de música! Vem ! Oh meu bem ! Não chore não. Vou cantar prá você,0,Orgânico,delícia de música vem oh meu bem não chore não vou cantar prá você,3.0,1.0
@cleiarego6672,2023-02-12T19:04:27Z,Música maravilhosa,1,Orgânico,música maravilhosa,3.0,3.0
@joelsonmorenocruz2902,2020-12-27T17:41:49Z,"Da uma tristeza em saber que músicas de qualidade como esta, atualmente está em falta no brazel 😭 ... Música de qualidade essa viu 👏👏👏",2,Orgânico,da uma tristeza em saber que músicas de qualidade como esta atualmente está em falta no brazel 😭 música de qualidade essa viu 👏👏👏,1.0,3.0
@annybeatriz6177,2023-02-07T01:05:24Z,Flores brancas paz e iemanjá 🧜‍♀️🍃,1,Orgânico,flores brancas paz e iemanjá 🧜‍♀️🍃,3.0,1.0
@hagner3113,2021-02-28T17:20:31Z,Isa música é boua e eu amo éla,1,Orgânico,isa música é boua e eu amo éla,3.0,3.0
@lucasnunes3850,2017-05-07T03:37:12Z,bons tempos,0,Orgânico,bons tempos,3.0,2.0
@tiagomarques454,2021-11-19T00:20:28Z,Gosto de fuma 1 e escutar essas músicas.,0,Orgânico,gosto de fuma e escutar essas músicas,3.0,2.0
@danilloveloso19,2010-04-16T18:24:42Z,amO <3,0,Orgânico,amo,3.0,3.0
@reginacarmelitarodrigues1090,2017-01-30T01:39:26Z,AAAAAAAA TO VICIADA NESSA MÚSICA,0,Orgânico,aaaaaaaa to viciada nessa música,4.0,4.0
@fernandobento5580,2017-06-27T06:53:58Z,Música perfeita !!,0,Orgânico,música perfeita,3.0,3.0
@thiaguins2yy,2021-06-21T11:15:22Z,Q vibe😍♥️,0,Orgânico,q vibe😍♥️,3.0,3.0
@carlasilva7h,2025-05-18T11:13:23Z,Essa música é puro AMOR ❤️ AMO DEMAIS! AMO CIDADE NEGRA 💚,3,Orgânico,essa música é puro amor ❤️ amo demais amo cidade negra 💚,4.0,3.0
@samuelbueno2138,2024-03-10T12:34:01Z,flores brancas .[ colorida tambem ] paz e jeova,0,Orgânico,flores brancas colorida tambem paz e jeova,3.0,2.0
@monaribeiro4598,2020-12-16T13:07:23Z,Linda música,1,Orgânico,linda música,3.0,3.0
@ericressantoscorreia7650,2020-10-17T20:31:16Z,Q energia maravilhosa 💛💚❤,0,Orgânico,q energia maravilhosa 💛💚❤,4.0,3.0
@bhesilva3946,2019-10-31T19:37:48Z,"Ai meu Deus ,eu amo o povo brasileiro, nossa energia é tão boa,como em vários lugares do mundo,mas amooooo o BRASILLLLL",0,Orgânico,ai meu deus eu amo o povo brasileiro nossa energia é tão boacomo em vários lugares do mundomas amooooo o brasilllll,3.0,3.0
@negaonegao2679,2023-11-11T23:57:00Z,Essa música só me lembra da época que eu fumava um com minha namorada e ficava vendo o mar. Saudade de ser feliz,1,Orgânico,essa música só me lembra da época que eu fumava um com minha namorada e ficava vendo o mar saudade de ser feliz,3.0,3.0
@lulaecristao6788,2021-06-02T03:33:54Z,Quero ser feliz tbm meu Deus 🤙😁,2,Orgânico,quero ser feliz tbm meu deus 🤙😁,3.0,3.0
