author,published_at,text,like_count,contexto,texto_limpo,texto_processado
@natii293,2021-05-25T15:32:02Z,como é nome da música? KKK,1,musica_triste2,como é nome da música kkk,nome kkk
@anaflaviamachadoribeiro2450,2021-05-25T12:35:22Z,Melhor música,0,musica_triste2,melhor música,melhor
@rebecasantos4994,2021-05-25T12:31:06Z,Essa musica me lembra Harry Potter,0,musica_triste2,essa musica me lembra harry potter,musica lembra harry potter
@naiaraoliveirasilva8607,2021-05-25T02:19:28Z,"Portanto, não se preocupem com o amanhã, pois o amanhã trará as suas próprias preocupações. Basta a cada dia o seu próprio mal.

Mateus 6:34

É natural se sentir preocupado com o futuro. Ninguém sabe o que vai acontecer amanhã e essa incerteza dificulta nossas vidas. Mas existe uma pessoa que conhece todas as coisas do passado, do presente e do futuro: Deus! Ele está no controle de todas as coisas, por isso não precisamos ter medo do futuro. Cada dia tem suas próprias preocupações mas Deus não abandona quem o ama.",1,musica_triste2,portanto não se preocupem com o amanhã pois o amanhã trará as suas próprias preocupações basta a cada dia o seu próprio mal mateus é natural se sentir preocupado com o futuro ninguém sabe o que vai acontecer amanhã e essa incerteza dificulta nossas vidas mas existe uma pessoa que conhece todas as coisas do passado do presente e do futuro deus ele está no controle de todas as coisas por isso não precisamos ter medo do futuro cada dia tem suas próprias preocupações mas deus não abandona quem o ama,portanto preocupem amanhã pois amanhã trará próprias preocupações basta cada próprio mateus natural sentir preocupado futuro ninguém sabe acontecer amanhã incerteza dificulta vidas existe pessoa conhece todas coisas passado presente futuro deus controle todas coisas precisamos medo futuro cada próprias preocupações deus abandona ama
@milan.2678,2021-05-24T15:46:23Z,"Meu eu do passado só viva mais, viva o que eu tive coragem de fazer e sorria por que mesmo com aqueles problemas nós estamos muitos bem! Okay? Aguente por nós e todas as conquistas de depois...",0,musica_triste2,meu eu do passado só viva mais viva o que eu tive coragem de fazer e sorria por que mesmo com aqueles problemas nós estamos muitos bem okay aguente por nós e todas as conquistas de depois,passado viva viva coragem fazer sorria problemas muitos okay aguente todas conquistas
@mariaclaracordeirodias9345,2021-05-24T15:32:08Z,Essa música me faz lembrar que tô crescendo e q nada mais  será como ontem e que não sabemos oque vai ser amanhã...😶,12,musica_triste2,essa música me faz lembrar que tô crescendo e q nada mais será como ontem e que não sabemos oque vai ser amanhã😶,lembrar tô crescendo q nada ontem sabemos oque amanhã😶
@vivianoscar5055,2021-05-24T06:30:26Z,"Eu choro sempre q ouço essa música,ele me faz sentir saudade de algo/lembrar alguma coisa que eu não sei oq é, é sufocante mas prazeroso",0,musica_triste2,eu choro sempre q ouço essa músicaele me faz sentir saudade de algolembrar alguma coisa que eu não sei oq é é sufocante mas prazeroso,choro q ouço músicaele sentir algolembrar alguma sei oq sufocante prazeroso
@jf5475,2021-05-23T23:37:17Z,Sentimento é prós fracos,0,musica_triste2,sentimento é prós fracos,sentimento prós fracos
@GuilhermeSantos-sd4ow,2021-05-23T19:00:45Z,"So lembrei de Glee, obgd por me fazer lembra dessa serie maravilhosa❤",1,musica_triste2,so lembrei de glee obgd por me fazer lembra dessa serie maravilhosa❤,so lembrei glee obgd fazer lembra dessa serie maravilhosa❤
@MeuDiarioDeViagem,2021-05-23T17:30:38Z,"Essa música me faz sentir como se eu tivesse esquecido de alguém que já foi muito importante pra mim e eu não sei quem é,eu realmente não me lembro...",2,musica_triste2,essa música me faz sentir como se eu tivesse esquecido de alguém que já foi muito importante pra mim e eu não sei quem éeu realmente não me lembro,sentir esquecido alguém importante sei éeu realmente lembro
@viitw..bitcii_3489,2021-05-23T15:52:00Z,Essa música trás uma vibe diferente....,0,musica_triste2,essa música trás uma vibe diferente,trás vibe diferente
@cristiansantinh0453,2021-05-23T11:36:48Z,"Escutem essa música na versão de Glee,ela é animada!",0,musica_triste2,escutem essa música na versão de gleeela é animada,escutem versão gleeela animada
@sszyasmiin,2021-05-23T06:32:47Z,“DEIXE-ME LEVAR PARA O MEU LAR”🦋,0,musica_triste2,“deixeme levar para o meu lar”🦋,“deixeme levar lar”🦋
@eloatumblrgamer8689,2021-05-23T06:05:16Z,Já escultei essa musica em ligados pelo amor,1,musica_triste2,já escultei essa musica em ligados pelo amor,escultei musica ligados amor
@jessvinci,2021-05-23T03:01:16Z,todo mundo que usa tik tok conhece essa música,0,musica_triste2,todo mundo que usa tik tok conhece essa música,todo mundo usa tik tok conhece
@caiogabriel5486,2021-05-23T02:03:25Z,"Essa música me fais me sentir mais livre 
Tipo sinto uma coisa boa",0,musica_triste2,essa música me fais me sentir mais livre tipo sinto uma coisa boa,fais sentir livre tipo sinto boa
@gabe_pereira,2021-05-22T20:42:55Z,"Essa msc trás uma vibe mt boa, e por algm motivo me dá uma nostalgia, saudade de ser criança.. saudade da minha vida como era antes..",13,musica_triste2,essa msc trás uma vibe mt boa e por algm motivo me dá uma nostalgia saudade de ser criança saudade da minha vida como era antes,msc trás vibe boa algm motivo dá nostalgia criança vida antes
@Mih_agb,2021-05-22T19:41:22Z,Kkkkkkkk eu tá escutando essa música antes de aperta pra assistir essa vídeo,0,musica_triste2,kkkkkkkk eu tá escutando essa música antes de aperta pra assistir essa vídeo,kkkkkkkk escutando antes aperta assistir vídeo
@AnaBeatriz-bj3oy,2021-05-22T19:02:55Z,“Mãe estou voltando para casa” me leva para ficar ao teu lado e de Deus 🙌🏻,0,musica_triste2,“mãe estou voltando para casa” me leva para ficar ao teu lado e de deus 🙌🏻,“mãe voltando casa” leva ficar lado deus 🙌🏻
@raissagabriele3416,2021-05-22T17:53:28Z,Qual o nome da música,0,musica_triste2,qual o nome da música,nome
@isag6454,2021-05-22T17:01:11Z,"""take me go home...""",0,musica_triste2,take me go home,take go
@moonsae-byeok1273,2021-05-22T15:51:19Z,"Que vibe  de tardezinha por do sol 
Só queria isso de volta .... :(",0,musica_triste2,que vibe de tardezinha por do sol só queria isso de volta,vibe tardezinha sol queria volta
@nicollysouza5722,2021-05-22T06:45:13Z,"Essa musica me lembra uma outra vida.. ou uma outra realidade num campo aberto,chão com grama aparada numa manhã/tarde mais ou menos 1 hora da tarde ou meio dia.
Estou com um vestido que diria q é do século passado um vestido azul claro estou segurando a mão de alguém que não sei o rosto e não da pra ver se a mão é de menina ou menino mais minha intuição diz fortemente que é uma menina.
Pareço ser jovem e ela/ele também agente aproveitou muito o dia nesse campo pareciamos estar apaixonados e fugindo de tudo ao nosso redor e lá naquele momento parecia existir apenas nós e mais ninguém.. não sei por que mais eu amo essa pessoa.
Doido não!?",0,musica_triste2,essa musica me lembra uma outra vida ou uma outra realidade num campo abertochão com grama aparada numa manhãtarde mais ou menos hora da tarde ou meio dia estou com um vestido que diria q é do século passado um vestido azul claro estou segurando a mão de alguém que não sei o rosto e não da pra ver se a mão é de menina ou menino mais minha intuição diz fortemente que é uma menina pareço ser jovem e elaele também agente aproveitou muito o dia nesse campo pareciamos estar apaixonados e fugindo de tudo ao nosso redor e lá naquele momento parecia existir apenas nós e mais ninguém não sei por que mais eu amo essa pessoa doido não,musica lembra outra vida outra realidade campo abertochão grama aparada manhãtarde menos hora tarde meio vestido diria q século passado vestido azul claro segurando mão alguém sei rosto mão menina menino intuição diz fortemente menina pareço jovem elaele agente aproveitou nesse campo pareciamos apaixonados fugindo redor lá naquele momento parecia existir apenas ninguém sei amo pessoa doido
@luanavlogs3809,2021-05-22T03:59:24Z,Qual é o nome da música,0,musica_triste2,qual é o nome da música,nome
@catherinesanssilva827,2021-05-22T02:29:23Z,"não sei vcs, mas essa música não me lembra nada. Mas gostei da vibezinha 👍",0,musica_triste2,não sei vcs mas essa música não me lembra nada mas gostei da vibezinha 👍,sei vcs lembra nada gostei vibezinha 👍
@mariafernandasantosdasilva1058,2021-05-22T01:46:12Z,Nunca kkkkk,0,musica_triste2,nunca kkkkk,nunca kkkkk
@foxi_magames,2021-05-22T01:03:01Z,"Eu amo essa música, ela tem uma vibe tão boa... Uma vibe meio vida de campo, calmo, com sons de pássaros cantando nas árvores, com uma brisa balançando o cabelo lentamente, de ficar sentada em uma poltrona lendo um livro tomando um café quente e comendo bolo de cenoura, isso depois de correr com alguém pelos campos e cantar uma música junto de um violão... Também uma vibe meio céu, viver ao lado de Jesus, um lugar bem calmo, sem nenhuma preocupação nem tristeza, só alegria e conforto...",0,musica_triste2,eu amo essa música ela tem uma vibe tão boa uma vibe meio vida de campo calmo com sons de pássaros cantando nas árvores com uma brisa balançando o cabelo lentamente de ficar sentada em uma poltrona lendo um livro tomando um café quente e comendo bolo de cenoura isso depois de correr com alguém pelos campos e cantar uma música junto de um violão também uma vibe meio céu viver ao lado de jesus um lugar bem calmo sem nenhuma preocupação nem tristeza só alegria e conforto,amo vibe boa vibe meio vida campo calmo sons pássaros cantando árvores brisa balançando cabelo lentamente ficar sentada poltrona lendo livro tomando café quente comendo bolo cenoura correr alguém campos cantar junto violão vibe meio céu viver lado jesus lugar calmo nenhuma preocupação tristeza alegria conforto
@juliaroberta2284,2021-05-21T16:57:19Z,"Engraçado... coloquei pra tomar banho, mas só que aí senti aquela vontade de c***r... mas a música é linda.",0,musica_triste2,engraçado coloquei pra tomar banho mas só que aí senti aquela vontade de cr mas a música é linda,engraçado coloquei tomar banho aí senti vontade cr linda
@joaoricardo6502,2021-05-21T14:06:40Z,Tik tok,0,musica_triste2,tik tok,tik tok
@Mavke0Mavke,2021-05-21T11:28:26Z,"ninguém:...
Absolutamente ninguém:...
ninguém mesmo:....
comerciais do medico sem fronteiras q passam em TV a cabo falando pra vc doar:",0,musica_triste2,ninguém absolutamente ninguém ninguém mesmo comerciais do medico sem fronteiras q passam em tv a cabo falando pra vc doar,ninguém absolutamente ninguém ninguém comerciais medico fronteiras q passam tv cabo falando doar
@_uma_menina_qualquer_486,2021-05-21T08:36:19Z,As vezes eu só queria que iemanjá me levasse com ela...eu iria finalmente morar com minha mãe 😢,1,musica_triste2,as vezes eu só queria que iemanjá me levasse com elaeu iria finalmente morar com minha mãe 😢,vezes queria iemanjá levasse elaeu iria finalmente morar mãe 😢
@saraescudeiromelo1637,2021-05-21T01:47:56Z,"Essa música me deixa com vontade de viver, de sair correndo pra algum lugar",16,musica_triste2,essa música me deixa com vontade de viver de sair correndo pra algum lugar,deixa vontade viver sair correndo algum lugar
@Vitoria-mr2ud,2021-05-20T23:21:29Z,Essa musica me traz uma tristeza boa...,1,musica_triste2,essa musica me traz uma tristeza boa,musica traz tristeza boa
@yunazxsccp6447,2021-05-20T15:53:26Z,"Ñ sei porq mais essa música me persegue e me deixa com uma sensação estranha que nem eu mesmo sei explicar...
""ME SINTO TÃO LONGE DE ALGO QUE ESTÁ TÃO...""",7,musica_triste2,ñ sei porq mais essa música me persegue e me deixa com uma sensação estranha que nem eu mesmo sei explicar me sinto tão longe de algo que está tão,ñ sei porq persegue deixa sensação estranha sei explicar sinto longe algo
@drayck_yt,2021-05-20T06:17:42Z,Nunca ouvi na vida,0,musica_triste2,nunca ouvi na vida,nunca ouvi vida
@canal4moriw581,2021-05-20T02:27:17Z,Ouvi em glee,0,musica_triste2,ouvi em glee,ouvi glee
@Raquel.Mesquita5,2021-05-20T00:00:44Z,Que romântico MN✌ amo estilo de música triste e romântico n sei pq✅,2,musica_triste2,que romântico mn✌ amo estilo de música triste e romântico n sei pq✅,romântico mn✌ amo estilo triste romântico n sei pq✅
@lohanasampaio4572,2021-05-19T14:20:36Z,Parece me da uma sensação de vida passada ou até msm uma criança brincando em frente a uma casa em uma tarde de seis oras tipo isso ☺,0,musica_triste2,parece me da uma sensação de vida passada ou até msm uma criança brincando em frente a uma casa em uma tarde de seis oras tipo isso ☺,parece sensação vida passada msm criança brincando frente casa tarde seis oras tipo ☺
@Cainha07,2021-05-19T14:19:04Z,mds me da uma sensação tao boa--,0,musica_triste2,mds me da uma sensação tao boa,mds sensação tao boa
@ennyver9886,2021-05-19T13:37:37Z,😢😢😢😢😢,0,musica_triste2,😢😢😢😢😢,😢😢😢😢😢
@elizabetenofuente5600,2021-05-19T07:54:57Z,Nunca ouvi,0,musica_triste2,nunca ouvi,nunca ouvi
@sarahestorani7617,2021-05-19T07:10:04Z,Pov: você já ouviu essa música em algum Pov,0,musica_triste2,pov você já ouviu essa música em algum pov,pov ouviu algum pov
@maryrios9319,2021-05-19T06:36:19Z,Eu estou apaixonada por uma menina e ela por mim espero namorar com ela independente da distância mais de 1000km de distância 🥺 eu amo muito ela ela é tudo pra mim ela se chama Letícia!❤🏳️‍🌈,0,musica_triste2,eu estou apaixonada por uma menina e ela por mim espero namorar com ela independente da distância mais de km de distância 🥺 eu amo muito ela ela é tudo pra mim ela se chama letícia❤🏳️‍🌈,apaixonada menina espero namorar independente distância km distância 🥺 amo chama letícia❤🏳️‍🌈
@lya7202,2021-05-19T04:44:50Z,Enquanto uns ficam felizes eu fico é triste! 😔,0,musica_triste2,enquanto uns ficam felizes eu fico é triste 😔,enquanto uns ficam felizes fico triste 😔
@heloisesales3313,2021-05-19T02:53:17Z,não importa a letra essa música sempre me faz choraaaaaaaaaar,2,musica_triste2,não importa a letra essa música sempre me faz choraaaaaaaaaar,importa choraaaaaaaaaar
@toddynhocompaodequeijo9833,2021-05-19T02:43:18Z,Home é uma música sensacional,1,musica_triste2,home é uma música sensacional,sensacional
@millylindaaa,2021-05-19T01:19:13Z,Pq ouvindo essa música eu imagino um dia nublado numa casa linda,0,musica_triste2,pq ouvindo essa música eu imagino um dia nublado numa casa linda,pq ouvindo imagino nublado casa linda
@larissaevangelista2414,2021-05-19T00:20:56Z,Qual o nome dessa música??,0,musica_triste2,qual o nome dessa música,nome dessa
@vitoriapinho3492,2021-05-18T18:23:30Z,Pov: sensação de vazio😍,1,musica_triste2,pov sensação de vazio😍,pov sensação vazio😍
@Tata-yi7qv,2021-05-18T05:17:21Z,"vejo no tiktok direto, queria mt saber o nome e por um acaso apareceu pra mim agora 🥰",0,musica_triste2,vejo no tiktok direto queria mt saber o nome e por um acaso apareceu pra mim agora 🥰,vejo tiktok direto queria nome acaso apareceu 🥰
@paracetamolinado,2021-05-18T02:17:30Z,"Não






Essa e nova pra mim",0,musica_triste2,não essa e nova pra mim,nova
@sofiasouza7400,2021-05-18T01:29:39Z,Qual é o nome dela ??,0,musica_triste2,qual é o nome dela,nome
@juliananunes9469,2021-05-18T00:26:37Z,😕😶,0,musica_triste2,😕😶,😕😶
@rebecasouza263,2021-05-17T18:32:14Z,Qual nome dessa música?,0,musica_triste2,qual nome dessa música,nome dessa
@lorenasantos7745,2021-05-17T17:22:59Z,Essa musica me lembra POVS.,0,musica_triste2,essa musica me lembra povs,musica lembra povs
@jadesophia48,2021-05-17T14:58:18Z,"Ter pessoas que te ama traz a sensação de que sempre q vc precisa eles vão tá lá, de conforto, q vc estar seguro ao lado dela",2,musica_triste2,ter pessoas que te ama traz a sensação de que sempre q vc precisa eles vão tá lá de conforto q vc estar seguro ao lado dela,pessoas ama traz sensação q precisa vão lá conforto q seguro lado
@valdyarruda9277,2021-05-17T14:50:14Z,vi essa musica no tikt0k,0,musica_triste2,vi essa musica no tiktk,vi musica tiktk
@nicollereis760,2021-05-17T12:43:36Z,"""Me leve pra casa""...eu quero muito achar a minha, mas a cada dia qua passa parece que aminha casa é  onde não a ninguém, onde eu não precise de amigos e muito menos de parentes, onde aja somente eu...",0,musica_triste2,me leve pra casaeu quero muito achar a minha mas a cada dia qua passa parece que aminha casa é onde não a ninguém onde eu não precise de amigos e muito menos de parentes onde aja somente eu,leve casaeu quero achar cada qua passa parece aminha casa onde ninguém onde precise amigos menos parentes onde aja somente
@mahlyce6005,2021-05-16T21:50:44Z,Tik tok TwT(por causa dele eu conheço),0,musica_triste2,tik tok twtpor causa dele eu conheço,tik tok twtpor causa conheço
@yaraferreira4470,2021-05-16T05:36:49Z,"""Oh Deixe- me voltar para meu lar. lar é qualquer lugar desde que eu esteja com você"" uouhhh",0,musica_triste2,oh deixe me voltar para meu lar lar é qualquer lugar desde que eu esteja com você uouhhh,oh deixe voltar lar lar qualquer lugar desde uouhhh
@tta_brx,2021-05-16T02:17:21Z,Mó paz literalmente,1,musica_triste2,mó paz literalmente,mó paz literalmente
@Yaya_min00,2021-05-16T01:04:40Z,"""Me leve pra casa"" e eu quero muito mais muito ir pra minha casa verdadeira o céu..",0,musica_triste2,me leve pra casa e eu quero muito mais muito ir pra minha casa verdadeira o céu,leve casa quero ir casa verdadeira céu
@facocomentarios872,2021-05-16T00:41:08Z,Já ouvi essa música,0,musica_triste2,já ouvi essa música,ouvi
@listerineda4213,2021-05-15T23:53:25Z,"Legal q eu acabei de terminar com a pessoa q fazia minha vida ir pra frente e agr aparece musicas tristes noa recomedados né? Legal não?

Eu amava essa pessoa, ela me bloqueio e n quer mais falar cmg, Mirana se vc estiver lendo isso, por favor me perdoe e saiba q eu te amo muito

""Me leve para casa"" a minha casa é qualquer lugar ao seu lado",1,musica_triste2,legal q eu acabei de terminar com a pessoa q fazia minha vida ir pra frente e agr aparece musicas tristes noa recomedados né legal não eu amava essa pessoa ela me bloqueio e n quer mais falar cmg mirana se vc estiver lendo isso por favor me perdoe e saiba q eu te amo muito me leve para casa a minha casa é qualquer lugar ao seu lado,legal q acabei terminar pessoa q fazia vida ir frente agr aparece musicas tristes noa recomedados legal amava pessoa bloqueio n falar cmg mirana lendo favor perdoe saiba q amo leve casa casa qualquer lugar lado
@dixsisterslolohebel8255,2021-05-15T21:55:22Z,"Hogwarts, sdds de casa 😪",0,musica_triste2,hogwarts sdds de casa 😪,hogwarts sdds casa 😪
@larylopesz,2021-05-15T21:51:33Z,VOCÊ RECONHECEU ESSA MÚSICA PELOS POVS DO TIKTOK NÉ?,19,musica_triste2,você reconheceu essa música pelos povs do tiktok né,reconheceu povs tiktok
@AnaJulia-ix8ir,2021-05-15T04:25:42Z,"""Lar é qualquer lugar que eu esteja com Você"" 
De:eu 
Para:Jesus",848,musica_triste2,lar é qualquer lugar que eu esteja com você deeu parajesus,lar qualquer lugar deeu parajesus
@stehleonel,2021-05-15T00:52:02Z,Já ouvir várias vezes..inclusive to ouvindo agora!🥺😭♥️,0,musica_triste2,já ouvir várias vezesinclusive to ouvindo agora🥺😭♥️,ouvir várias vezesinclusive to ouvindo agora🥺😭♥️
@acacia9940,2021-05-14T23:28:25Z,Acho impossível alguém não conheçe essa música,0,musica_triste2,acho impossível alguém não conheçe essa música,acho impossível alguém conheçe
@burguesa1831,2021-05-14T19:13:50Z,Vou  voltar  para  o  céu  lá  é   o meu  lugar😔,0,musica_triste2,vou voltar para o céu lá é o meu lugar😔,voltar céu lá lugar😔
@burguesa1831,2021-05-14T19:13:19Z,Vou  ficar  bem no  céu  com  meu tio,0,musica_triste2,vou ficar bem no céu com meu tio,ficar céu tio
@annandabarbosa7417,2021-05-14T17:50:03Z,"Essa música me arrepia toda, dá uma sensação de tristeza",0,musica_triste2,essa música me arrepia toda dá uma sensação de tristeza,arrepia toda dá sensação tristeza
@antoniaporti1571,2021-05-14T16:49:17Z,O JOGO,0,musica_triste2,o jogo,jogo
@traduz.x3320,2021-05-14T05:29:41Z,depois dessa quero morrer.,1,musica_triste2,depois dessa quero morrer,dessa quero morrer
@shara2210,2021-05-14T01:13:59Z,eu dedico essa música a mim mesma. Ou..dedico a um amor que ainda não encontrei,6,musica_triste2,eu dedico essa música a mim mesma oudedico a um amor que ainda não encontrei,dedico mesma oudedico amor encontrei
@tbzzm8,2021-05-14T00:24:17Z,Quando eu escuto essa música sinto uma vontade intensamente de viver do meu jeito...,0,musica_triste2,quando eu escuto essa música sinto uma vontade intensamente de viver do meu jeito,escuto sinto vontade intensamente viver jeito
@tcsyart6546,2021-05-13T18:51:14Z,"nunca ouvi essa música, mas adorei a vibe que ela trás.",2,musica_triste2,nunca ouvi essa música mas adorei a vibe que ela trás,nunca ouvi adorei vibe trás
@lorenabarreto1170,2021-05-13T16:00:27Z,Qual é o nome da música ?😍,0,musica_triste2,qual é o nome da música 😍,nome 😍
@manuoliveira7174,2021-05-13T14:26:18Z,Chorei por ngm,1,musica_triste2,chorei por ngm,chorei ngm
@laissantos7388,2021-05-13T09:55:07Z,"Essa música me faz lembrar do amor da minha vida, o meu cachorro. Lembro dele todo feliz ao meu lado e pulando de alegria porque eu cheguei em casa. Tá sendo um aperto tão grande ficar sem ele, sem aquela alegria contagiante dele. Mamãe sente sua falta todos os dias, meu amor.",1,musica_triste2,essa música me faz lembrar do amor da minha vida o meu cachorro lembro dele todo feliz ao meu lado e pulando de alegria porque eu cheguei em casa tá sendo um aperto tão grande ficar sem ele sem aquela alegria contagiante dele mamãe sente sua falta todos os dias meu amor,lembrar amor vida cachorro lembro todo feliz lado pulando alegria porque cheguei casa sendo aperto grande ficar alegria contagiante mamãe sente falta todos dias amor
@marjorievf,2021-05-13T01:41:34Z,"Essa musica é muito incrível e da uma vibe muito boa.. mas eu nunca tinha ouvido, e do mesmo jeito me deu uma sensação de nostalgia gigantesca..uma bela de uma musica de ninar. me acalma a noite.",0,musica_triste2,essa musica é muito incrível e da uma vibe muito boa mas eu nunca tinha ouvido e do mesmo jeito me deu uma sensação de nostalgia gigantescauma bela de uma musica de ninar me acalma a noite,musica incrível vibe boa nunca ouvido jeito deu sensação nostalgia gigantescauma bela musica ninar acalma noite
@poxahmariah4210,2021-05-12T23:20:23Z,Essa música trás uma vibe tão---💖,2,musica_triste2,essa música trás uma vibe tão💖,trás vibe tão💖
@edilena606,2021-05-12T22:03:29Z,Nunca ouvi essa música,0,musica_triste2,nunca ouvi essa música,nunca ouvi
@janainagalvao8665,2021-05-12T20:29:40Z,"Eu lendo o título: naahh mintir-

Refrão : PQP-",0,musica_triste2,eu lendo o título naahh mintir refrão pqp,lendo título naahh mintir refrão pqp
@deboramandu6785,2021-05-12T19:56:12Z,"Eu lembrando que não posso dedicar essa música pra minha melhor amiga, pq não tenho nenhum sentimento afetivo pelos meus ""pais""  e fala isso na música 🤡",0,musica_triste2,eu lembrando que não posso dedicar essa música pra minha melhor amiga pq não tenho nenhum sentimento afetivo pelos meus pais e fala isso na música 🤡,lembrando posso dedicar melhor amiga pq nenhum sentimento afetivo pais fala 🤡
@limadaysa,2021-05-12T05:43:48Z,Sabe aquele sentimento que ninguém vai ter amar e se apaixonar por vc?! Então é isso que eu sinto todos os dias,213,musica_triste2,sabe aquele sentimento que ninguém vai ter amar e se apaixonar por vc então é isso que eu sinto todos os dias,sabe sentimento ninguém amar apaixonar então sinto todos dias
@scarlet5288,2021-05-11T18:18:27Z,Qual o nome dessa musica,1,musica_triste2,qual o nome dessa musica,nome dessa musica
@yasmimabsurdite3361,2021-05-11T17:25:45Z,Já ouvi,1,musica_triste2,já ouvi,ouvi
@ffix9502,2021-05-11T17:25:09Z,Eu nunca escutei;;-,1,musica_triste2,eu nunca escutei,nunca escutei
@lana9192,2021-05-11T16:48:06Z,Uma vibe meio confortante e afins❤,1,musica_triste2,uma vibe meio confortante e afins❤,vibe meio confortante afins❤
@lana9192,2021-05-11T16:47:12Z,"MANO EU TE AMO SÉRIO, DO NADA LEMBREI DESSA MUSICA ONTEM, CANTALOREI TRÊS VEZES NO GOOGLE E ELE NÃO IDENTIFICOU, E ESSA PERFEIÇÃO APARECE NOS RECOMENDADOS OBRIGADAAAAAAA",1,musica_triste2,mano eu te amo sério do nada lembrei dessa musica ontem cantalorei três vezes no google e ele não identificou e essa perfeição aparece nos recomendados obrigadaaaaaaa,mano amo sério nada lembrei dessa musica ontem cantalorei três vezes google identificou perfeição aparece recomendados obrigadaaaaaaa
@sofpupi5280,2021-05-11T14:44:06Z,tenho certeza que em algum comercial da coca cola,0,musica_triste2,tenho certeza que em algum comercial da coca cola,certeza algum comercial coca cola
@isalispectorkkkj,2021-05-11T14:10:49Z,.,0,musica_triste2,,
@laysgoncalo6913,2021-05-11T02:28:17Z,"Uaaauuu, alguém poderia me dizer o nome dessa música?? 🥺❤️❤️❤️❤️",0,musica_triste2,uaaauuu alguém poderia me dizer o nome dessa música 🥺❤️❤️❤️❤️,uaaauuu alguém poderia dizer nome dessa 🥺❤️❤️❤️❤️
@cai2400,2021-05-10T22:45:30Z,💜💙💚,0,musica_triste2,💜💙💚,💜💙💚
@dudamatos1309,2021-05-10T21:32:40Z,Eu amo essa música 🪐💞,0,musica_triste2,eu amo essa música 🪐💞,amo 🪐💞
@camilemeireles6240,2021-05-10T15:08:43Z,🦉💌,1,musica_triste2,🦉💌,🦉💌
@camilemeireles6240,2021-05-10T15:06:00Z,Fico triste e feliz ao saber que ninguém nunca vai me enviar essa música 🤧,2,musica_triste2,fico triste e feliz ao saber que ninguém nunca vai me enviar essa música 🤧,fico triste feliz ninguém nunca enviar 🤧
@SoniaPereira-fk9ru,2021-05-10T09:59:39Z,Nunca ouvi '-',0,musica_triste2,nunca ouvi,nunca ouvi
@harumicherrynes1567,2021-05-10T07:23:05Z,Tiktokers fodendo com a magia da musica original pra variar...,0,musica_triste2,tiktokers fodendo com a magia da musica original pra variar,tiktokers fodendo magia musica original variar
@leth1cia,2021-05-10T03:10:48Z,"mds eu entrei nesse vídeo por causa da capa e era justamente a música que eu tava ouvindo no pc, mds que coincidência....",0,musica_triste2,mds eu entrei nesse vídeo por causa da capa e era justamente a música que eu tava ouvindo no pc mds que coincidência,mds entrei nesse vídeo causa capa justamente tava ouvindo pc mds coincidência
@mariafrombrazil6047,2021-05-10T02:33:39Z,Qual o nome ? Quero baixar,0,musica_triste2,qual o nome quero baixar,nome quero baixar
@SahSayu,2021-05-10T01:13:54Z,Pior q nunca ouvi kkkkk,0,musica_triste2,pior q nunca ouvi kkkkk,pior q nunca ouvi kkkkk
@rayssaxh9227,2021-05-10T00:06:42Z,"perfeita demais! Se um dia eu amar alguém intensamente, preciso que essa pessoa também me ame intensamente porque eu demonstro com toda a minha alma.🥀",1,musica_triste2,perfeita demais se um dia eu amar alguém intensamente preciso que essa pessoa também me ame intensamente porque eu demonstro com toda a minha alma🥀,perfeita demais amar alguém intensamente preciso pessoa ame intensamente porque demonstro toda alma🥀
,2021-05-09T22:48:19Z,"Titalo : Você com certeza já ouviu essa música em algum lugar ..
Eu: NO TIKTECO AKAKAKAKAKAKA 

😚❤️",0,musica_triste2,titalo você com certeza já ouviu essa música em algum lugar eu no tikteco akakakakakaka 😚❤️,titalo certeza ouviu algum lugar tikteco akakakakakaka 😚❤️
@uma_garota_qualquer5069,2021-05-09T22:38:41Z,"Qual o nome da musica por favor ?:"")",0,musica_triste2,qual o nome da musica por favor,nome musica favor
@Yasmincatolica,2021-05-09T21:25:10Z,Essa música é inteiramente de Deus cara! Lembra d+ a ele!!!!,0,musica_triste2,essa música é inteiramente de deus cara lembra d a ele,inteiramente deus cara lembra d
@meujeitodeser99,2021-05-09T16:41:35Z,"Amo essa música! 
Essa música me faz pensar em mil pensamentos, todos enbaralhados e confusos. Fico me imaginando em outra vida com tudo diferente! Eu seria mais feliz",0,musica_triste2,amo essa música essa música me faz pensar em mil pensamentos todos enbaralhados e confusos fico me imaginando em outra vida com tudo diferente eu seria mais feliz,amo pensar mil pensamentos todos enbaralhados confusos fico imaginando outra vida diferente feliz
@LukasLegendas,2021-05-09T03:39:54Z,😍😍😍,0,musica_triste2,😍😍😍,😍😍😍
@loh.9248,2021-05-09T02:32:50Z,Amei o vídeo..🤧,0,musica_triste2,amei o vídeo🤧,amei vídeo🤧
